reseña,oraciones_tokenizadas,rating,cluster
"Este es mi primer Kindle y ¡ME ENCANTA! Consideré comprar uno usado barato, ¡pero estoy muy contento de haber elegido el Paperwhite! Leo en la oscuridad más de lo que pensaba. ¡La duración de la batería es asombrosa!","['este es mi primer kindle y me encanta ! consideré comprar uno usado barato , pero estoy muy contento de haber elegido el paperwhite ! leo en la oscuridad más de lo que pensaba . la duración de la batería es asombrosa !']",5.0,1
"Me encanta este pequeño dispositivo, ya que funciona mejor que otras cajas. Es una máquina simple que tiene una gran capacidad.","['me encanta este pequeño dispositivo , ya que funciona mejor que otras cajas . es una máquina simple que tiene una gran capacidad .']",5.0,0
"Kindle Oasis es fenomenal... Tiene un tamaño portátil, por lo que cabe en casi cualquier lugar cuando viajo, la pantalla tipo libro no molesta mis ojos después de largos períodos de tiempo de lectura, puedo modificar la fuente y el tamaño según mis deseos y necesidades, puede conectarse convenientemente a su cuenta de Goodreads para ver sus estanterías y todas mis compras se sincronizan perfectamente. El color Merlot es hermoso y lo he tenido durante tres meses y viajé con él y no ha habido daños. La duración de la batería es tan larga que solo la he cargado tres veces desde que la tengo y leo entre 3 y 5 horas al día. Completamente fácil de usar.","['kindle oasis es fenomenal ... tiene un tamaño portátil , por lo que cabe en casi cualquier lugar cuando viajo , la pantalla tipo libro no molesta mis ojos después de largos períodos de tiempo de lectura , puedo modificar la fuente y el tamaño según mis deseos y necesidades , puede conectarse convenientemente a su cuenta de goodreads para ver sus estanterías y todas mis compras se sincronizan perfectamente . el color merlot es hermoso y lo he tenido durante tres meses y viajé con él y no ha habido daños . la duración de la batería es tan larga que solo la he cargado tres veces desde que la tengo y leo entre tres y cinco horas al día . completamente fácil de usar .']",5.0,1
"Echo es una gran adición al hogar, especialmente porque tenemos productos WeMo en la casa y podemos controlar las luces en toda la casa simplemente diciéndole a Alexa. Gran sonido en la cocina para escuchar música con la biblioteca de música Prime de Amazon.","['echo es una gran adición al hogar , especialmente porque tenemos productos wemo en la casa y podemos controlar las luces en toda la casa simplemente diciéndole a alexa . gran sonido en la cocina para escuchar música con la biblioteca de música prime de amazon .']",5.0,0
"Lo uso para leer de noche en mi habitación, la luz lo hace genial.","['lo uso para leer de noche en mi habitación , la luz lo hace genial .']",5.0,1
"¡Me encanta el tamaño y la Luz, para poder leer, en cualquier lugar, en cualquier momento!","['me encanta el tamaño y la luz , para poder leer , en cualquier lugar , en cualquier momento !']",5.0,0
El nuevo Kindle Paperwhite es una gran mejora ¡Me encanta!,['el nuevo kindle paperwhite es una gran mejora me encanta !'],5.0,0
"Compré la Tablet para mi nieto por Navidad. Ha sido la mejor inversión que he hecho en todos los tiempos. Está aprendiendo tanto que no puede dejarlo. De hecho, él duerme esto casi todas las noches.","['compré la tablet para mi nieto por navidad . ha sido la mejor inversión que he hecho en todos los tiempos . está aprendiendo tanto que no puede dejarlo . de hecho , él duerme esto casi todas las noches .']",5.0,1
Buen producto. Amazon lo consiguió de nuevo. Puedo navegar todo lo que necesito con facilidad.,['buen producto . amazon lo consiguió de nuevo . puedo navegar todo lo que necesito con facilidad .'],5.0,1
Love my fire tv tan fácil de usar me da todos mis servicios en un solo lugar,['love my fire tv tan fácil de usar me da todos mis servicios en un solo lugar'],5.0,0
Compré dos y se los di como regalo a una pareja nueva en las tabletas. Les encanta la tableta FIRE. ahora creo que voy a conseguir uno para jugar mis juegos. Actualmente tengo el iPad air.,['compré dos y se los di como regalo a una pareja nueva en las tabletas . les encanta la tableta fire . ahora creo que voy a conseguir uno para jugar mis juegos . actualmente tengo el ipad air .'],5.0,1
"Si desea un buen lector electrónico, Amazon tiene varias opciones, pero algunas de las más nuevas son inesperadamente caras. Este es genial si quieres leer en cualquier momento pero no arruinarte.","['si desea un buen lector electrónico , amazon tiene varias opciones , pero algunas de las más nuevas son inesperadamente caras . este es genial si quieres leer en cualquier momento pero no arruinarte .']",5.0,0
Buena tableta para niños. Se puede usar para juegos y trabajo escolar.,['buena tableta para niños . se puede usar para juegos y trabajo escolar .'],5.0,0
A mi nieto le encanta. Funciona genial. Las aplicaciones son buenas para fines educativos.,['a mi nieto le encanta . funciona genial . las aplicaciones son buenas para fines educativos .'],5.0,0
"Quería comprar un Tap cuando se lanzó por primera vez. Tengo varios Echo en la casa, pero tener un dispositivo portátil habilitado para Alexa es increíble. Desafortunadamente, cuando se lanzó por primera vez, el grifo no se podía operar con las manos libres. Retrasé la compra de uno porque tenía miedo de que Amazon esperara a que el nuevo hardware agregara esa función. A principios de este año, Amazon habilitó el modo de manos libres y funciona casi tan bien como el Echo, a pesar de tener menos micrófonos. La calidad del sonido es muy buena. . Es un altavoz pequeño pero muy capaz. La duración de la batería es excelente. Esta es actualmente la implementación más flexible de Alexa y la recomiendo.","['quería comprar un tap cuando se lanzó por primera vez . tengo varios echo en la casa , pero tener un dispositivo portátil habilitado para alexa es increíble . desafortunadamente , cuando se lanzó por primera vez , el grifo no se podía operar con las manos libres . retrasé la compra de uno porque tenía miedo de que amazon esperara a que el nuevo hardware agregara esa función . a principios de este año , amazon habilitó el modo de manos libres y funciona casi tan bien como el echo , a pesar de tener menos micrófonos . la calidad del sonido es muy buena . . es un altavoz pequeño pero muy capaz . la duración de la batería es excelente . esta es actualmente la implementación más flexible de alexa y la recomiendo .']",5.0,1
"Genial todo alrededor de la tableta. Hace un poco de todo, además de ser el mejor lector electrónico que existe.","['genial todo alrededor de la tableta . hace un poco de todo , además de ser el mejor lector electrónico que existe .']",5.0,0
"Esto fue comprado para mi nieto mayor, de 6 años, para Navidad y, como dije en otra revisión, tiene juegos descargados y estará listo para usar cuando lo abra.","['esto fue comprado para mi nieto mayor , de seis años , para navidad y , como dije en otra revisión , tiene juegos descargados y estará listo para usar cuando lo abra .']",5.0,1
"comprado para una nieta de 10 años, pero nuestra hija de 32 años también ama a la suya","['comprado para una nieta de diez años , pero nuestra hija de treinta y dos años también ama a la suya']",5.0,1
Quería un dispositivo simple estrictamente para libros. No quería imágenes emergentes o eventos actuales en la parte inferior de la pantalla. Esta es la herramienta para mí. Mantengo uno en casa y otro en el auto para los tiempos de espera en las citas.,['quería un dispositivo simple estrictamente para libros . no quería imágenes emergentes o eventos actuales en la parte inferior de la pantalla . esta es la herramienta para mí . mantengo uno en casa y otro en el auto para los tiempos de espera en las citas .'],5.0,1
"Mi cuñada los recomendó a mi esposa y a mí, y pensé en probar uno. Son del tamaño justo para acostarse en la cama por la noche y leer un buen libro por un rato.","['mi cuñada los recomendó a mi esposa y a mí , y pensé en probar uno . son del tamaño justo para acostarse en la cama por la noche y leer un buen libro por un rato .']",5.0,1
"Absolutamente, me encanta mi nuevo gadget. Solo pregunte y escuchará sus canciones, artistas o géneros favoritos, respuestas a preguntas tontas o complicadas, configurará alarmas y recordatorios. Ayuda pone una sonrisa en mi cara todos los días.","['absolutamente , me encanta mi nuevo gadget . solo pregunte y escuchará sus canciones , artistas o géneros favoritos , respuestas a preguntas tontas o complicadas , configurará alarmas y recordatorios . ayuda pone una sonrisa en mi cara todos los días .']",5.0,1
¡Impresionante! Tamaño realmente pequeño y se adapta perfectamente sin ocupar mucho espacio en el estante de entretenimiento. Ámalo tan lejos! ¡4K es increíble y definitivamente recomendado! Asegúrese de estar utilizando el puerto HDMI específicamente para HDCP 2.2 en su televisor.,['impresionante ! tamaño realmente pequeño y se adapta perfectamente sin ocupar mucho espacio en el estante de entretenimiento . ámalo tan lejos ! cuatro k es increíble y definitivamente recomendado ! asegúrese de estar utilizando el puerto hdmi específicamente para hdcp 2.2 en su televisor .'],5.0,0
He estado usando este artículo y parece estar funcionando bastante bien.,['he estado usando este artículo y parece estar funcionando bastante bien .'],5.0,1
A mi hijo de 10 años le encanta esta tableta y me encantó el precio. Muy fácil de usar con mi cuenta de Amazon.,['a mi hijo de diez años le encanta esta tableta y me encantó el precio . muy fácil de usar con mi cuenta de amazon .'],5.0,0
¡El Amazon Fire es un gran dispositivo y por un gran precio! ¡Este nuevo dispositivo ahora tiene una cámara donde nuestra versión anterior no la tenía!,['el amazon fire es un gran dispositivo y por un gran precio ! este nuevo dispositivo ahora tiene una cámara donde nuestra versión anterior no la tenía !'],5.0,0
Esta tableta es realmente muy rápida. La calidad de la pantalla también es buena.,['esta tableta es realmente muy rápida . la calidad de la pantalla también es buena .'],5.0,0
El mejor gadget inteligente para tener en casa. ¡Funciona con mis dispositivos inteligentes y Philips hue!,['el mejor gadget inteligente para tener en casa . funciona con mis dispositivos inteligentes y philips hue !'],5.0,0
totalmente satisfecho con el rendimiento de la tableta. Recomendaría a amigos y familiares.,['totalmente satisfecho con el rendimiento de la tableta . recomendaría a amigos y familiares .'],5.0,0
Me encanta... toca la música que disfruto y me da informes actualizados,['me encanta ... toca la música que disfruto y me da informes actualizados'],5.0,1
"amazon fire tv está en llamas... este es el mejor dispositivo de transmisión ahora en día. Lo recomendaré encarecidamente. la velocidad es asombrosa. todo lo que necesita es un buen servicio de Internet para disfrutar de su máximo potencial. Y si tiene una cuenta principal en Amazon, puede disfrutar de muchas películas y series de televisión. Consigue este dispositivo para tu hogar","['amazon fire tv está en llamas ... este es el mejor dispositivo de transmisión ahora en día . lo recomendaré encarecidamente . la velocidad es asombrosa . todo lo que necesita es un buen servicio de internet para disfrutar de su máximo potencial . y si tiene una cuenta principal en amazon , puede disfrutar de muchas películas y series de televisión . consigue este dispositivo para tu hogar']",5.0,1
"Disfruté de mi kindle durante años, pero estaba un poco frustrado por necesitar una luz encendida por la noche. Kindle paperwhite es un sueño con su retroiluminación incorporada. No solo puedo leer de noche, sino que es más fácil leer de día si la luz es tenue. ¡El tamaño conveniente, la capacidad de cambiar las fuentes, el tamaño de fuente y la intensidad de la luz son excelentes características!","['disfruté de mi kindle durante años , pero estaba un poco frustrado por necesitar una luz encendida por la noche . kindle paperwhite es un sueño con su retroiluminación incorporada . no solo puedo leer de noche , sino que es más fácil leer de día si la luz es tenue . el tamaño conveniente , la capacidad de cambiar las fuentes , el tamaño de fuente y la intensidad de la luz son excelentes características !']",5.0,1
Compré esto como un regalo para mi padre. ¡Él absolutamente lo ama!,['compré esto como un regalo para mi padre . él absolutamente lo ama !'],5.0,1
"Estoy tan feliz de haber elegido Echo sobre Google. Sonido claro, escucha mejor que google. Más informado que google, responde todas las preguntas correctamente.","['estoy tan feliz de haber elegido echo sobre google . sonido claro , escucha mejor que google . más informado que google , responde todas las preguntas correctamente .']",5.0,0
Alexa es excelente y útil cuando es necesario. Controla las luces de mi casa desde Philips Hue y Wemo y Harmony Remote.,['alexa es excelente y útil cuando es necesario . controla las luces de mi casa desde philips hue y wemo y harmony remote .'],5.0,0
La tormenta de fuego que compré es absolutamente increíble. Me encanta.,['la tormenta de fuego que compré es absolutamente increíble . me encanta .'],5.0,1
"Altavoz bluetooth inalámbrico muy capaz, pero el verdadero genio es el impresionante reconocimiento de voz. Sorprende a Siri y a otros asistentes de voz. Hay algo realmente mágico en usar tu voz como una interfaz de computadora. Las actualizaciones constantes por aire significan que este dispositivo obtiene nuevas funciones cada semana.","['altavoz bluetooth inalámbrico muy capaz , pero el verdadero genio es el impresionante reconocimiento de voz . sorprende a siri y a otros asistentes de voz . hay algo realmente mágico en usar tu voz como una interfaz de computadora . las actualizaciones constantes por aire significan que este dispositivo obtiene nuevas funciones cada semana .']",5.0,0
La navegación en la tableta es fácil de usar. Es genial para transmitir películas. peso ligero y compacto.,['la navegación en la tableta es fácil de usar . es genial para transmitir películas . peso ligero y compacto .'],5.0,0
Recomendaría un fuego kindle a todo el mundo. ¡A mis hijos les encantan y les encanta Amazon!,['recomendaría un fuego kindle a todo el mundo . a mis hijos les encantan y les encanta amazon !'],5.0,1
Personalmente tengo 3 de estos en mi casa y los amamos. Me encanta el hecho de que puedo establecer restricciones para mis hijos. Buen producto,['personalmente tengo tres de estos en mi casa y los amamos . me encanta el hecho de que puedo establecer restricciones para mis hijos . buen producto'],5.0,1
Alexa es el mejor producto de todos los tiempos. Lo uso en casa todo el tiempo.,['alexa es el mejor producto de todos los tiempos . lo uso en casa todo el tiempo .'],5.0,1
"Normalmente no soy una persona aficionada a la tecnología, pero leí tantas cosas positivas sobre Echo y Alexa de Amazon que derroché y lo probé. ¡Me encanta! Por supuesto, hacer preguntas sobre el tráfico, el clima, recetas, etc. puede ser genial, pero debo admitir que mi parte favorita es poder solicitar cualquier tipo de música que me apetezca, e incluso cambiar de opinión una vez. unos minutos más tarde, sin tener que revisar los CD o jugar con las diversas 'reproducciones' o estaciones de radio en mi teléfono o computadora portátil. ¡Definitivamente un gadget que vale la pena!","[""normalmente no soy una persona aficionada a la tecnología , pero leí tantas cosas positivas sobre echo y alexa de amazon que derroché y lo probé . me encanta ! por supuesto , hacer preguntas sobre el tráfico , el clima , recetas , etc. puede ser genial , pero debo admitir que mi parte favorita es poder solicitar cualquier tipo de música que me apetezca , e incluso cambiar de opinión una vez . unos minutos más tarde , sin tener que revisar los cd o jugar con las diversas ' reproducciones ' o estaciones de radio en mi teléfono o computadora portátil . definitivamente un gadget que vale la pena !""]",5.0,1
Fue traído para mi padre de 67 años... y le encanta...,['fue traído para mi padre de sesenta y siete años ... y le encanta ...'],5.0,1
Llegó rápido y funciona perfectamente. Muy feliz con mi compra.,['llegó rápido y funciona perfectamente . muy feliz con mi compra .'],5.0,1
Este artículo es genial para mi hermana como regalo de cumpleaños. Ella lo usa para leer y escuchar música.,['este artículo es genial para mi hermana como regalo de cumpleaños . ella lo usa para leer y escuchar música .'],5.0,1
"Así que decidí apretar el gatillo para comprar FireTV, usé la primera versión y me gustó, también usé FireStick y no creo que sea lo suficientemente rápido. Puede obtener muchas aplicaciones con este cuadro y encontrarlas un poco más rápido que la primera versión. Bastante buena compra en mi opinión.","['así que decidí apretar el gatillo para comprar firetv , usé la primera versión y me gustó , también usé firestick y no creo que sea lo suficientemente rápido . puede obtener muchas aplicaciones con este cuadro y encontrarlas un poco más rápido que la primera versión . bastante buena compra en mi opinión .']",5.0,1
Gran tableta. Lo uso solo para leer. Compré una memoria adicional de 32 g y es genial,['gran tableta . lo uso solo para leer . compré una memoria adicional de treinta y dos g y es genial'],5.0,0
"Los amigos en el trabajo me habían estado hablando sobre la caja de fuego y el palo de fuego durante bastante tiempo. Finalmente decidí conseguir uno y me alegro de haberlo hecho. Con Netflix, Amazon Video y canales específicos, creo que voy a cancelar mi suscripción de cable. Definitivamente lo recomiendo","['los amigos en el trabajo me habían estado hablando sobre la caja de fuego y el palo de fuego durante bastante tiempo . finalmente decidí conseguir uno y me alegro de haberlo hecho . con netflix , amazon video y canales específicos , creo que voy a cancelar mi suscripción de cable . definitivamente lo recomiendo']",5.0,1
Extremadamente fácil de ver. No se necesita luz. Justo lo que estaba buscando.,['extremadamente fácil de ver . no se necesita luz . justo lo que estaba buscando .'],5.0,1
Mi primera experiencia con una tablet y es increíble. Me encanta poder transmitir películas y tener numerosas aplicaciones al alcance de mi mano.,['mi primera experiencia con una tablet y es increíble . me encanta poder transmitir películas y tener numerosas aplicaciones al alcance de mi mano .'],5.0,0
"Comprado después de revisar en línea, y ha estado a la altura de todas las expectativas.","['comprado después de revisar en línea , y ha estado a la altura de todas las expectativas .']",5.0,1
"Compré 6 de estos 4 para mis hijos y 1 para mí y mi esposo. Muy fáciles de configurar y por el precio que tienen, son la mejor compra en tabletas. Mis hijos los usan para hacer sus tareas y para jugar; excelentes opciones de control para padres.","['compré seis de estos cuatro para mis hijos y uno para mí y mi esposo . muy fáciles de configurar y por el precio que tienen , son la mejor compra en tabletas . mis hijos los usan para hacer sus tareas y para jugar ; excelentes opciones de control para padres .']",5.0,0
Me encanta. Compró un segundo dispositivo para arriba y abajo. ¡Buena compra!,['me encanta . compró un segundo dispositivo para arriba y abajo . buena compra !'],5.0,0
Conseguí este artículo durante una oferta y me encanta. Es muy divertido y fácil de usar.,['conseguí este artículo durante una oferta y me encanta . es muy divertido y fácil de usar .'],5.0,0
¡Esta tableta es excelente para lo que es! Eran regalos y les encantan!,['esta tableta es excelente para lo que es ! eran regalos y les encantan !'],5.0,0
Genial para que los niños tengan y jueguen. Quieren dejarlo.,['genial para que los niños tengan y jueguen . quieren dejarlo .'],5.0,1
Me gusta tener la tableta cuando estoy de viaje. gran tamaño,['me gusta tener la tableta cuando estoy de viaje . gran tamaño'],5.0,0
"Solo lo uso para la duplicación de pantalla, pero funcionará para otras cosas para las que está destinado. funciona bien","['solo lo uso para la duplicación de pantalla , pero funcionará para otras cosas para las que está destinado . funciona bien']",5.0,0
"Solo he tenido este Echo por poco tiempo, ¡pero lo uso todo el tiempo! ¡Muy divertido!","['solo he tenido este echo por poco tiempo , pero lo uso todo el tiempo ! muy divertido !']",5.0,1
Ideal para niños más pequeños que son demasiado pequeños para jugar o para jugar juegos de Xbox con 7 hermanos.,['ideal para niños más pequeños que son demasiado pequeños para jugar o para jugar juegos de xbox con siete hermanos .'],5.0,0
"A mi esposo le encanta la tableta de 8"". La pantalla es lo suficientemente grande para ver lo que está leyendo.","['a mi esposo le encanta la tableta de ocho "" . la pantalla es lo suficientemente grande para ver lo que está leyendo .']",5.0,1
"Hasta ahora ha sido fácil de usar, que es lo que estaba buscando. Los gráficos son buenos y me encantan todas las aplicaciones gratuitas. Puedo conseguir. ¡El costo también fue excelente!","['hasta ahora ha sido fácil de usar , que es lo que estaba buscando . los gráficos son buenos y me encantan todas las aplicaciones gratuitas . puedo conseguir . el costo también fue excelente !']",5.0,0
"Compré esto para mi nieta cuando viene de visita. Lo configuré con ella como usuario, ingresé su edad y nombre y ahora Amazon se asegura de que solo acceda a sitios y contenido apropiados para su edad. Fácil de hacer y le encantan las capacidades. También compré e instalé una tarjeta SD de 64 gigas que le da a esta pequeña tableta mucho espacio de almacenamiento. Por el precio, creo que esta tableta es la mejor que existe. Puede gastar cientos de dólares más en velocidad y capacidad adicionales, pero cuando se trata de lo básico, estas tabletas hacen todo lo que la mayoría de las personas necesitará por una fracción del costo.","['compré esto para mi nieta cuando viene de visita . lo configuré con ella como usuario , ingresé su edad y nombre y ahora amazon se asegura de que solo acceda a sitios y contenido apropiados para su edad . fácil de hacer y le encantan las capacidades . también compré e instalé una tarjeta sd de sesenta y cuatro gigas que le da a esta pequeña tableta mucho espacio de almacenamiento . por el precio , creo que esta tableta es la mejor que existe . puede gastar cientos de dólares más en velocidad y capacidad adicionales , pero cuando se trata de lo básico , estas tabletas hacen todo lo que la mayoría de las personas necesitará por una fracción del costo .']",5.0,1
Buena tableta para gemelos de cuatro años. No tienes que preocuparte de que lo dejen caer demasiado. Fácil de configurar. Lo recomendaría.,['buena tableta para gemelos de cuatro años . no tienes que preocuparte de que lo dejen caer demasiado . fácil de configurar . lo recomendaría .'],5.0,1
Los nietos necesitaban ayuda con la investigación para la escuela. Investigué y descubrí que la tableta de Amazon era la mejor para cualquier edad. Mejor Pero fue el mejor lugar para ir por la mejor compra y precio....,['los nietos necesitaban ayuda con la investigación para la escuela . investigué y descubrí que la tableta de amazon era la mejor para cualquier edad . mejor pero fue el mejor lugar para ir por la mejor compra y precio ....'],5.0,1
El dispositivo cumple muy bien con mi propósito previsto. Pantalla clara y fácil maniobrabilidad.,['el dispositivo cumple muy bien con mi propósito previsto . pantalla clara y fácil maniobrabilidad .'],5.0,0
Este es un gran producto para alguien que busca una tableta básica con capacidad de usos múltiples y que sea fácil de usar.,['este es un gran producto para alguien que busca una tableta básica con capacidad de usos múltiples y que sea fácil de usar .'],5.0,0
Realmente disfruto este producto. Se lo refiero a mi hija.,['realmente disfruto este producto . se lo refiero a mi hija .'],5.0,1
Compré para mi sobrino y debo decir que es una compra increíble para un niño. El precio es bueno. La calidad de imagen es buena.,['compré para mi sobrino y debo decir que es una compra increíble para un niño . el precio es bueno . la calidad de imagen es buena .'],5.0,1
"Compré Amazon Fire TV hace aproximadamente un mes. Revisé Roku, Apple TV y Chromecast. Este fue calificado como el más alto y no me ha decepcionado. También tengo el Apple TV. Fue más y más difícil de operar para mi esposa.","['compré amazon fire tv hace aproximadamente un mes . revisé roku , apple tv y chromecast . este fue calificado como el más alto y no me ha decepcionado . también tengo el apple tv . fue más y más difícil de operar para mi esposa .']",5.0,1
Una de las mejores compras que he hecho. funciona a la perfección,['una de las mejores compras que he hecho . funciona a la perfección'],5.0,1
"Comprado para Navidad para mi esposa. Ella no es competente electrónicamente, pero se encontró que es fácil de usar.","['comprado para navidad para mi esposa . ella no es competente electrónicamente , pero se encontró que es fácil de usar .']",5.0,1
Es fantástico llevar mi Tap de viaje. Fácil de usar y suena muy bien.,['es fantástico llevar mi tap de viaje . fácil de usar y suena muy bien .'],5.0,0
Me sorprendió lo fácil que era ponerlo en marcha y usarlo. Tiene más posibilidades de las que pensaba antes de comprar.,['me sorprendió lo fácil que era ponerlo en marcha y usarlo . tiene más posibilidades de las que pensaba antes de comprar .'],5.0,1
Me encanta este lector. Hace poco volé a Texas. Mi lector hizo que el viaje fuera relajante y mucho más llevadero. Me encanta la facilidad de uso. Este dispositivo es mucho mejor que una libreta para lectores. Puedes guardarlo en un bolsillo o bolso fácilmente.,['me encanta este lector . hace poco volé a texas . mi lector hizo que el viaje fuera relajante y mucho más llevadero . me encanta la facilidad de uso . este dispositivo es mucho mejor que una libreta para lectores . puedes guardarlo en un bolsillo o bolso fácilmente .'],5.0,1
Buena manera de empezar para que los niños jueguen y puedan aprender.,['buena manera de empezar para que los niños jueguen y puedan aprender .'],5.0,0
"La divulgación completa. Tengo cinco ecos de Amazon, incluidos algunos Dots, así como este Tap, así que obviamente soy un fanático de los ecos. Honestamente, no pude descifrar por el marketing de Amazon y la revisión en línea cómo encajaba Tap en comparación con Echo y Dot. Seguía pensando que era limitado en comparación con Echo y Dot porque tenías que tocar el botón para hacerle una pregunta. Sin embargo, dado que es completamente portátil y funciona hasta seis horas con una carga, tiene sentido que desperdicie batería si siempre estuviera escuchando un comando de voz. En mi opinión, el Tap suena tan bien y tal vez incluso mejor que el Echo en un factor de forma mucho más pequeño. Dado que es portátil, es probable que esté sentado a tu lado de todos modos, por lo que tocar para hacer una pregunta no es realmente un problema y, de alguna manera, es mejor cuando tienes una mesa llena, ya que puedes controlar quién puede solicitar música. Mis amigos y yo nos metemos en guerras divertidas pidiendo música diferente en el Echo completo, pero también puede ser un poco molesto cuando alguien toca Michael Bolton sobre mi Bruce Springsteen. En pocas palabras, tan bueno en sonido como el Tap completo en una forma portátil y más pequeña. Muy feliz con todos mis ecos pero este puede ser mi favorito.","['la divulgación completa . tengo cinco ecos de amazon , incluidos algunos dots , así como este tap , así que obviamente soy un fanático de los ecos . honestamente , no pude descifrar por el marketing de amazon y la revisión en línea cómo encajaba tap en comparación con echo y dot . seguía pensando que era limitado en comparación con echo y dot porque tenías que tocar el botón para hacerle una pregunta . sin embargo , dado que es completamente portátil y funciona hasta seis horas con una carga , tiene sentido que desperdicie batería si siempre estuviera escuchando un comando de voz . en mi opinión , el tap suena tan bien y tal vez incluso mejor que el echo en un factor de forma mucho más pequeño . dado que es portátil , es probable que esté sentado a tu lado de todos modos , por lo que tocar para hacer una pregunta no es realmente un problema y , de alguna manera , es mejor cuando tienes una mesa llena , ya que puedes controlar quién puede solicitar música . mis amigos y yo nos metemos en guerras divertidas pidiendo música diferente en el echo completo , pero también puede ser un poco molesto cuando alguien toca michael bolton sobre mi bruce springsteen . en pocas palabras , tan bueno en sonido como el tap completo en una forma portátil y más pequeña . muy feliz con todos mis ecos pero este puede ser mi favorito .']",5.0,1
Comprado para mi esposa. A ella le encanta. Lo lee en la cama y la luz se ajusta en consecuencia.,['comprado para mi esposa . a ella le encanta . lo lee en la cama y la luz se ajusta en consecuencia .'],5.0,1
Disfrute de tener el kindle. Mi hijo usa todo el tiempo para leer. Le ha ayudado a mejorar sus habilidades de lectura. Estamos contentos de haberlo comprado. Gracias.,['disfrute de tener el kindle . mi hijo usa todo el tiempo para leer . le ha ayudado a mejorar sus habilidades de lectura . estamos contentos de haberlo comprado . gracias .'],5.0,1
"Esto es ideal para el regalo. Por el precio, el rendimiento es satisfactorio. Un montón de aplicaciones y juegos. Definitivamente, esta tableta es para todos. Perfecto para navegar, jugar, escuchar música y aprender. La batería viene bien. La calidad de construcción es satisfactoria. Para el rango de precios, es imprescindible tener.","['esto es ideal para el regalo . por el precio , el rendimiento es satisfactorio . un montón de aplicaciones y juegos . definitivamente , esta tableta es para todos . perfecto para navegar , jugar , escuchar música y aprender . la batería viene bien . la calidad de construcción es satisfactoria . para el rango de precios , es imprescindible tener .']",5.0,0
¡Recomiendo encarecidamente esta tableta! Impresionante compra. Este es un gran regalo.,['recomiendo encarecidamente esta tableta ! impresionante compra . este es un gran regalo .'],5.0,0
Este es uno de los dispositivos de transmisión más potentes del mercado. Kodi funciona muy bien en esto y sin mencionar las excelentes características que vienen con la membresía de Amazon Prime,['este es uno de los dispositivos de transmisión más potentes del mercado . kodi funciona muy bien en esto y sin mencionar las excelentes características que vienen con la membresía de amazon prime'],5.0,0
"Esta es una gran compra para lo que obtienes. Siempre compramos la tableta de gran calidad a bajo precio, Amazon fire, y luego obtenemos una tarjeta de memoria micro y actualizamos la memoria para que puedan descargar toneladas de juegos y videos. Recomiendo esta tableta","['esta es una gran compra para lo que obtienes . siempre compramos la tableta de gran calidad a bajo precio , amazon fire , y luego obtenemos una tarjeta de memoria micro y actualizamos la memoria para que puedan descargar toneladas de juegos y videos . recomiendo esta tableta']",5.0,0
Tiene múltiples futuros para niños y control parental que puede configurar para sus hijos. Incluso puede controlar el uso de la tableta para sus hijos,['tiene múltiples futuros para niños y control parental que puede configurar para sus hijos . incluso puede controlar el uso de la tableta para sus hijos'],5.0,0
"Me encanta el fuego. Puedo llevarlo en mi cartera y además puedo leerlo en cualquier parte. Lo tomé en mi crucero y cada oportunidad que tuve, me acosté en la cubierta y leí libros sobre él. ¡¡Fue una gran compra!!","['me encanta el fuego . puedo llevarlo en mi cartera y además puedo leerlo en cualquier parte . lo tomé en mi crucero y cada oportunidad que tuve , me acosté en la cubierta y leí libros sobre él . fue una gran compra ! !']",5.0,1
"Gracias, los niños son de ayuda, pero los cambios no funcionan bien.","['gracias , los niños son de ayuda , pero los cambios no funcionan bien .']",5.0,0
"Reemplacé mi viejo Kindle con este. La luz extraíble del viejo había sido dañada por mi nieto. Este Kindle es mucho más pequeño, más liviano y la iluminación lo hace mucho más fácil de leer. Conseguí la portada que hace que parezca un pequeño bloc de notas ya que estaba de viaje a Guatemala.","['reemplacé mi viejo kindle con este . la luz extraíble del viejo había sido dañada por mi nieto . este kindle es mucho más pequeño , más liviano y la iluminación lo hace mucho más fácil de leer . conseguí la portada que hace que parezca un pequeño bloc de notas ya que estaba de viaje a guatemala .']",5.0,1
¡Es muy conveniente para los lectores y el uso en línea! Funciona rápido y es genial.,['es muy conveniente para los lectores y el uso en línea ! funciona rápido y es genial .'],5.0,0
"me encanta, buena calidad de sonido, mucho mejor que amazon tap plus alexa es mejor","['me encanta , buena calidad de sonido , mucho mejor que amazon tap plus alexa es mejor']",5.0,0
"¡He tenido una versión anterior de este Kindle y realmente me gusta! Decidí comprar uno para mi hermana, ya que compartimos el amor por la lectura. ¡Estaba muy sorprendida e inmensamente complacida!","['he tenido una versión anterior de este kindle y realmente me gusta ! decidí comprar uno para mi hermana , ya que compartimos el amor por la lectura . estaba muy sorprendida e inmensamente complacida !']",5.0,1
Regalo de Navidad para un amigo. ¡Absolutamente les encanta!,['regalo de navidad para un amigo . absolutamente les encanta !'],5.0,1
